Candidate ID|Total Contributions|Z Value of Total|Minimum Contribution|Maximum Contribution|Median Contribution|Mean Contribution|Stdev of Contributions
H4TX24094|567481.00|-0.0447|-5000.00|5334.00|1000.00|1554.74|1254.11
H2IA01071|1800.00|-0.0974|1800.00|1800.00|1800.00|1800.00|0.00
H2TX17068|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H0NY02085|1080418.00|0.0031|-5000.00|12000.00|1000.00|1622.25|1329.45
S2TX00270|9100.00|-0.0967|-5000.00|5000.00|1000.00|1300.00|3648.48
H0OH18077|818555.00|-0.0213|-2500.00|22006.00|1000.00|1488.28|1557.12
H4FL14059|14111.00|-0.0962|0.00|5000.00|12.00|564.44|1122.81
H6CA24048|1077133.00|0.0028|-5000.00|75000.00|2500.00|2481.87|3978.22
H2AZ02295|1800.00|-0.0974|1800.00|1800.00|1800.00|1800.00|0.00
H0OH08029|2782473.00|0.1617|-5000.00|80072.00|3000.00|3216.73|3419.65
H2IN09134|3500.00|-0.0972|1000.00|2500.00|2500.00|1750.00|750.00
S2ME00083|218195.00|-0.0772|26.00|68750.00|6889.00|21819.50|26049.48
H0MO02148|78480.00|-0.0902|3.00|22094.00|2500.00|4360.00|6211.95
S0CT00177|239233.00|-0.0753|-5000.00|5000.00|1000.00|1415.58|1422.56
H0TN08246|898137.00|-0.0139|-5000.00|5000.00|1000.00|1532.66|1149.76
H0GA13032|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H0TX22104|2600.00|-0.0973|2600.00|2600.00|2600.00|2600.00|0.00
H8IN09032|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H0CT03072|616946.00|-0.0401|-5000.00|5000.00|1000.00|1752.69|1492.83
H8GA02053|50.00|-0.0976|50.00|50.00|50.00|50.00|0.00
H2OK01143|228291.00|-0.0763|-5000.00|8000.00|2000.00|2153.69|1695.11
H2IL08039|242798.00|-0.0749|-5000.00|5000.00|1500.00|1618.65|1876.27
S0UT00165|130999.00|-0.0854|-2500.00|5000.00|1000.00|1350.51|1159.55
H2TX35060|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H8CA12171|399132.00|-0.0604|-5000.00|5000.00|1000.00|1583.86|1403.34
H6NY25125|3636623.00|0.2413|-5000.00|345869.00|1500.00|7639.96|27790.35
H2NY22113|127537.00|-0.0857|10.00|6242.00|1000.00|1574.53|1701.24
S8OR00207|189060.00|-0.0799|-1000.00|5000.00|1000.00|1331.41|884.10
H0SC04257|433004.00|-0.0572|-2500.00|5000.00|1000.00|1370.27|950.13
H4MI03045|-2000.00|-0.0977|-1000.00|-1000.00|-1000.00|-1000.00|0.00
H2NY10092|246715.00|-0.0746|10.00|13606.00|2000.00|2442.72|2255.40
P20003984|5647.00|-0.0970|5.00|712.00|50.00|112.94|138.04
S2IN00083|18133659.00|1.5919|-8627.00|982257.00|2000.00|16682.30|70377.10
H2NJ10147|20000.00|-0.0957|-2500.00|5000.00|2500.00|1818.18|1735.63
H6FL06035|573570.00|-0.0441|-5000.00|33212.00|1000.00|1832.49|2397.34
H6NC05109|1500.00|-0.0974|1500.00|1500.00|1500.00|1500.00|0.00
H2TX27190|158950.00|-0.0827|-5000.00|5000.00|1500.00|1938.41|1720.47
H2TX33032|222537.00|-0.0768|-5000.00|98170.00|2000.00|7947.75|18835.16
H8ME01120|191340.00|-0.0797|-1000.00|5000.00|1000.00|1913.40|1612.61
H2NC13144|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2CA06259|366324.00|-0.0634|-5000.00|5000.00|1000.00|1744.40|1753.37
H6IL02124|380143.00|-0.0621|-2500.00|14798.00|1000.00|1881.90|1835.04
H2IL10050|82150.00|-0.0899|-2500.00|6637.00|245.00|1053.21|1636.69
H2NY26171|1014.00|-0.0975|2.00|1000.00|3.00|169.00|371.64
H0PA19095|196316.00|-0.0793|-890.00|119430.00|2500.00|10332.42|26715.85
S0UT00140|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H2CA43245|900155.00|-0.0137|-5000.00|220000.00|238.00|1673.15|10148.86
H4NC10047|666769.00|-0.0354|-5000.00|5000.00|1000.00|1626.27|1309.18
H8FL14167|200.00|-0.0975|200.00|200.00|200.00|200.00|0.00
H2PA16063|13053.00|-0.0963|4.00|5625.00|250.00|870.20|1438.10
H0TX03088|2600.00|-0.0973|2600.00|2600.00|2600.00|2600.00|0.00
H4TN04015|-1000.00|-0.0976|-1000.00|-1000.00|-1000.00|-1000.00|0.00
S6WY00068|1956813.00|0.0848|-5000.00|10000.00|1500.00|1920.33|1443.42
S2MD00420|12500.00|-0.0964|2500.00|10000.00|10000.00|6250.00|3750.00
S6MO00289|-1000.00|-0.0976|-1000.00|-1000.00|-1000.00|-1000.00|0.00
H0IN04170|494989.00|-0.0514|-2500.00|5000.00|1000.00|1367.37|1059.73
H2TX25210|1268.00|-0.0974|4.00|1000.00|250.00|317.00|406.43
S6NJ00289|3245522.00|0.2048|-5000.00|150000.00|1500.00|2788.25|9232.18
H2CA52089|4579236.00|0.3291|0.00|483801.00|2000.00|19996.66|74386.79
H0LA02119|-2000.00|-0.0977|-1000.00|-1000.00|-1000.00|-1000.00|0.00
H2TX08075|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H2TX21052|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
P80003288|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2VA09077|45844.00|-0.0933|10.00|20000.00|1000.00|2546.89|4470.75
H8MD01086|3000.00|-0.0973|-1000.00|4000.00|4000.00|1500.00|2500.00
S6HI00206|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H0PA07082|1297353.00|0.0233|-5000.00|35504.00|1000.00|1671.85|1781.99
H8IL14075|10380.00|-0.0966|250.00|2000.00|1000.00|943.64|480.95
H8CA42061|83418.00|-0.0898|-5000.00|5000.00|1000.00|1573.92|2027.53
P80000748|4682649.00|0.3387|-20000.00|1451800.00|76.00|4903.30|50487.69
H0TN06224|5500.00|-0.0970|500.00|5000.00|5000.00|2750.00|2250.00
H0VA10137|24779.00|-0.0952|24779.00|24779.00|24779.00|24779.00|0.00
S6NJ00131|-500.00|-0.0976|-500.00|-500.00|-500.00|-500.00|0.00
H2MD06161|5000.00|-0.0971|2500.00|2500.00|2500.00|2500.00|0.00
H4CO03167|-1250.00|-0.0977|-1000.00|-250.00|-250.00|-625.00|375.00
H6OH16029|-250.00|-0.0976|-250.00|-250.00|-250.00|-250.00|0.00
H2CA13099|6000.00|-0.0970|1000.00|5000.00|5000.00|3000.00|2000.00
H4KY06072|2670774.00|0.1513|-5000.00|321400.00|1000.00|4286.96|16883.47
H0FL12119|-1000.00|-0.0976|-1000.00|-1000.00|-1000.00|-1000.00|0.00
P80002801|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2TX19064|11397.00|-0.0965|250.00|8800.00|736.00|1899.50|3092.82
H2MD06187|10000.00|-0.0966|2500.00|5000.00|2500.00|3333.33|1178.51
H2NV00050|21001.00|-0.0956|1.00|5000.00|1000.00|1615.46|1508.28
H6MI15127|6000.00|-0.0970|1000.00|4000.00|1000.00|2000.00|1414.21
H6NY03031|2709551.00|0.1549|-1000.00|441941.00|1000.00|3827.05|26971.05
H6FL19038|-2500.00|-0.0978|-1000.00|-500.00|-1000.00|-833.33|235.70
H8C006138|1600.00|-0.0974|1600.00|1600.00|1600.00|1600.00|0.00
H2NM01102|123213.00|-0.0861|-1000.00|25000.00|471.00|1665.04|3693.36
H6FL08213|241402.00|-0.0751|-500.00|13883.00|1000.00|2117.56|2221.44
H0PA18055|0.00|-0.0976|-1000.00|1000.00|1000.00|0.00|1000.00
S2MO00429|9799887.00|0.8155|-5000.00|996059.00|53.00|6626.02|55847.46
H8CA37137|318808.00|-0.0679|-5000.00|5000.00|1000.00|1275.23|1436.05
H6FL22040|-8000.00|-0.0983|-5000.00|-1000.00|-1000.00|-2000.00|1732.05
H2OH13033|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2AR01071|118812.00|-0.0865|3.00|10000.00|2500.00|2828.86|2207.67
H2OR01125|33500.00|-0.0944|-5000.00|5000.00|2500.00|2093.75|3231.77
H6HI01121|-5000.00|-0.0980|-5000.00|-5000.00|-5000.00|-5000.00|0.00
S6MD03177|2042442.00|0.0927|-5000.00|7318.00|1100.00|1836.73|1367.94
H2FL06133|98519.00|-0.0884|100.00|47525.00|1500.00|8956.27|14956.60
P20003281|4410457.00|0.3133|-2500.00|471800.00|2500.00|27225.04|75468.39
H8IL21021|220142.00|-0.0770|-5000.00|23000.00|1000.00|1719.86|2859.06
H6NY04112|828361.00|-0.0204|-5000.00|8733.00|1000.00|1637.08|1331.44
H8CA41063|2493436.00|0.1347|-5000.00|480000.00|1000.00|5528.68|34623.37
P60003795|3472.00|-0.0972|3472.00|3472.00|3472.00|3472.00|0.00
H0IL14080|620071.00|-0.0398|-4000.00|6109.00|1000.00|1462.43|1119.79
H2PA04143|5939.00|-0.0970|131.00|2500.00|263.00|848.43|877.39
H2MA00014|2706407.00|0.1546|4.00|500000.00|2000.00|12766.07|51619.75
H2CT04068|123988.00|-0.0860|100.00|66942.00|2000.00|5635.82|13512.05
H2CA26026|2595042.00|0.1442|-5000.00|180527.00|1617.00|4684.19|14532.07
H6MD04183|435087.00|-0.0570|-2500.00|5000.00|1000.00|1515.98|1280.88
H2MO02110|5000.00|-0.0971|-2500.00|2500.00|2500.00|1250.00|2165.06
H2TX06111|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2NY12023|1000.00|-0.0975|-3000.00|3000.00|1000.00|333.33|2494.44
H2TX36043|35133.00|-0.0943|-1000.00|5000.00|1000.00|1673.00|1577.22
H2MI04237|5533.00|-0.0970|533.00|4000.00|1000.00|1844.33|1536.16
S0ND00069|14000.00|-0.0963|2000.00|5000.00|5000.00|3500.00|1500.00
H0IN09070|402393.00|-0.0601|-2000.00|17145.00|1000.00|1622.55|1808.70
H8NM01257|695625.00|-0.0327|-500.00|27000.00|2000.00|2625.00|2947.72
H0IL05096|349425.00|-0.0650|-2500.00|5000.00|1000.00|1468.17|1097.84
H2CA37262|32250.00|-0.0946|500.00|5000.00|1000.00|1791.67|1286.28
S6OH00155|-2500.00|-0.0978|-2500.00|-2500.00|-2500.00|-2500.00|0.00
H2NY02081|1450.00|-0.0974|450.00|1000.00|1000.00|725.00|275.00
H4AZ01038|425578.00|-0.0579|-2500.00|19995.00|1000.00|1943.28|2099.98
H2NM02175|6499.00|-0.0970|10.00|2500.00|1000.00|1083.17|913.72
H0NY23057|1866779.00|0.0764|22.00|300000.00|2000.00|16092.92|46074.11
H4AZ04024|195200.00|-0.0794|-1500.00|5000.00|1000.00|1355.56|1045.85
H8WI00018|60251.00|-0.0919|12.00|5000.00|1537.00|2077.62|1768.36
H6KS03183|2500.00|-0.0973|500.00|1000.00|500.00|625.00|216.51
H2CT01163|2350.00|-0.0973|100.00|2000.00|250.00|783.33|862.49
H2FL14053|853298.00|-0.0181|-1000.00|204945.00|1000.00|3792.44|15529.54
S2TX00262|8975.00|-0.0967|375.00|5000.00|2600.00|2243.75|1786.26
H4RI01034|-2000.00|-0.0977|-1000.00|-1000.00|-1000.00|-1000.00|0.00
H4NH02068|165753.00|-0.0821|165753.00|165753.00|165753.00|165753.00|0.00
H2NJ10154|296185.00|-0.0700|-5000.00|6749.00|1500.00|2042.66|1670.91
H2CA00120|2986543.00|0.1807|-2500.00|500000.00|2000.00|8758.19|40646.18
H2GA02031|804548.00|-0.0226|-1000.00|5000.00|1000.00|1523.77|1077.53
H2VA07113|14715.00|-0.0962|3.00|2500.00|800.00|735.75|676.63
S4SC00083|168010.00|-0.0819|-5000.00|5000.00|1500.00|1647.16|1261.27
H4NY11138|380323.00|-0.0621|-5000.00|10503.00|1000.00|1474.12|1402.05
S2AZ00141|14542043.00|1.2573|-12765.00|1199534.00|2500.00|16193.81|76542.78
H6WI08106|914301.00|-0.0124|-5000.00|132200.00|1305.00|4712.89|13956.56
S8NY00082|229010.00|-0.0762|-5000.00|5000.00|1000.00|1721.88|2086.65
H2WA06145|75427.00|-0.0905|28.00|5000.00|2000.00|2095.19|1488.56
H2FL01100|371479.00|-0.0629|-2000.00|5000.00|1000.00|1608.13|1372.51
H2NC01198|28.00|-0.0976|28.00|28.00|28.00|28.00|0.00
H2CT05131|1948203.00|0.0839|7.00|1099998.00|1482.00|9277.16|77717.20
H2CA08156|46745.00|-0.0932|307.00|23115.00|2012.00|4249.55|6250.22
H2WA09107|1403.00|-0.0974|200.00|300.00|203.00|233.83|46.80
H2MT00054|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H2IL15034|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H0FL15054|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2OK01150|16100.00|-0.0961|100.00|5000.00|1000.00|1610.00|1326.24
P60003654|32533760.00|2.9335|-2000.00|4939680.00|2439.00|39772.32|226751.55
H4PA13124|1184117.00|0.0128|-5000.00|5000.00|1000.00|1606.67|1247.77
H2TX35078|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H6TX22143|202366.00|-0.0787|0.00|20933.00|1000.00|2107.98|2654.64
H0MO06073|1048133.00|0.0001|-5000.00|5000.00|1000.00|1455.74|1189.83
S6AL00195|82000.00|-0.0899|-5000.00|5000.00|1000.00|1322.58|1706.48
H2GA09200|3200.00|-0.0973|1000.00|2200.00|2200.00|1600.00|600.00
H6PA19126|4959.00|-0.0971|203.00|3548.00|946.00|1239.75|1364.29
H2WI02132|16843.00|-0.0960|343.00|5000.00|1000.00|1684.30|1378.37
H0MI07093|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H8KS02090|1031232.00|-0.0015|-2500.00|5000.00|1000.00|1584.07|1115.10
S8MT00010|1372268.00|0.0303|-5000.00|5000.00|1500.00|1817.57|1500.59
S2IN00091|14095614.00|1.2157|-13458.00|1563796.00|2000.00|18025.08|107839.00
S0OR00220|-4987.00|-0.0980|-5000.00|13.00|13.00|-2493.50|2506.50
H2IL02164|3500.00|-0.0972|1000.00|2500.00|2500.00|1750.00|750.00
H6WA09025|708964.00|-0.0315|-5000.00|5000.00|1000.00|1700.15|1280.02
H0VA11077|5000.00|-0.0971|2500.00|2500.00|2500.00|2500.00|0.00
H6NH01230|3199511.00|0.2005|-1000.00|636920.00|1000.00|8838.43|54381.19
H6VT00160|535463.00|-0.0477|-2500.00|5000.00|1000.00|1529.89|1182.18
S4WV00084|156435.00|-0.0830|0.00|77147.00|8.00|1372.24|7624.92
H0IA03162|2000.00|-0.0974|1000.00|1000.00|1000.00|1000.00|0.00
H2TX33040|1379016.00|0.0309|-5000.00|564559.00|1500.00|9445.32|57595.91
H2TX15039|2500.00|-0.0973|500.00|2000.00|2000.00|1250.00|750.00
H8PA03084|-5000.00|-0.0980|-5000.00|-5000.00|-5000.00|-5000.00|0.00
H2PA03111|72930.00|-0.0908|3.00|5000.00|965.00|1350.56|1559.78
H6VA01117|257159.00|-0.0736|-2500.00|5000.00|1500.00|1761.36|1531.53
H2CA46123|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
S2MA00170|5589535.00|0.4232|-5000.00|318977.00|28.00|1193.07|10694.83
H2MI11133|699465.00|-0.0324|0.00|75600.00|1000.00|3428.75|7363.70
H6NJ09165|412529.00|-0.0591|-5000.00|5000.00|1000.00|1550.86|1381.23
H2MI02066|7246.00|-0.0969|10.00|2500.00|2000.00|1207.67|1140.18
H0CA20098|11105.00|-0.0965|-1000.00|11419.00|1686.00|2776.25|5108.96
S0CA00330|-15852.00|-0.0990|-8852.00|1000.00|-2000.00|-3170.40|3438.04
H0PA10078|419033.00|-0.0585|-2400.00|11798.00|1000.00|1351.72|1370.34
H2FL09103|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H0NC02059|610174.00|-0.0407|-2500.00|5000.00|1000.00|1292.74|1123.85
H0IN07157|3283.00|-0.0972|6.00|1000.00|42.00|328.30|397.64
H6MO04141|-3250.00|-0.0979|-2000.00|-250.00|-1000.00|-1083.33|716.86
H2MS01098|14750.00|-0.0962|250.00|5000.00|2000.00|1843.75|1374.64
H2CA52071|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H2SD01033|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H0IL15053|324650.00|-0.0673|-5000.00|5000.00|1000.00|1283.20|1668.92
H2UT04023|3584803.00|0.2364|-1194.00|318400.00|1113.00|9767.86|33996.69
H8MD01094|431834.00|-0.0573|-2500.00|5000.00|1000.00|1641.95|1279.35
S6NV00028|528501.00|-0.0483|-5000.00|8398.00|2000.00|1972.02|1573.05
H0AR01109|7000.00|-0.0969|-5000.00|5000.00|5000.00|1750.00|4085.03
H8NJ03073|1078684.00|0.0029|-2500.00|6749.00|1000.00|1612.38|1170.34
H0TN06232|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H6MN01174|798977.00|-0.0231|-5000.00|8470.00|1000.00|1501.84|1349.68
H4GA06087|1133196.00|0.0080|-5000.00|20000.00|1000.00|1743.38|1578.41
H2AR03234|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2MD06179|16000.00|-0.0961|1000.00|5000.00|2000.00|2666.67|1699.67
S0PA00434|13051.00|-0.0963|-1000.00|7911.00|1000.00|1631.38|2532.30
S6PA00100|-5000.00|-0.0980|-2500.00|3000.00|-2000.00|-714.29|2101.99
H2CO02130|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2KY04071|451844.00|-0.0555|-5000.00|5000.00|1000.00|1276.40|1316.55
H6MN08047|-5900.00|-0.0981|-2500.00|-1000.00|-2400.00|-1966.67|684.75
S2FL00227|143500.00|-0.0842|-500.00|5000.00|2500.00|2989.58|1775.09
H2NC12179|528.00|-0.0975|28.00|500.00|500.00|264.00|236.00
H8PA05071|452471.00|-0.0554|-1000.00|5000.00|1000.00|1319.16|961.85
S0IL00261|190215.00|-0.0798|-36504.00|5000.00|1000.00|1011.78|3109.80
H0MN01037|17332.00|-0.0959|14.00|5000.00|500.00|1575.64|1877.05
H2CA50133|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H8CA09060|349921.00|-0.0650|-3000.00|5000.00|1000.00|1445.95|1417.39
H0AR03055|444051.00|-0.0562|-2500.00|5000.00|1000.00|1446.42|964.11
H6AZ08129|11006.00|-0.0965|-1000.00|7691.00|500.00|1375.75|2468.28
H6OH15104|76834.00|-0.0904|-5000.00|5000.00|2000.00|1670.30|2299.76
S2MO00411|3000.00|-0.0973|1000.00|2000.00|2000.00|1500.00|500.00
H8OR05107|1040518.00|-0.0006|-5000.00|5000.00|1000.00|1508.00|1307.79
H2CA02142|394159.00|-0.0608|9.00|52000.00|2000.00|2418.15|4175.02
H0AZ03362|646729.00|-0.0373|-5000.00|90087.00|1000.00|2177.54|6570.83
S8AR00112|-9500.00|-0.0984|-5000.00|2000.00|-1000.00|-1357.14|1940.44
S0MA00075|-5000.00|-0.0980|-5000.00|-5000.00|-5000.00|-5000.00|0.00
H8UT03089|415239.00|-0.0589|-5000.00|5000.00|1000.00|1472.48|1362.54
S2WI00219|19145110.00|1.6861|-5000.00|1342968.00|61.00|7839.93|73378.38
H2IL12080|7500.00|-0.0969|2500.00|2500.00|2500.00|2500.00|0.00
S0IN00095|19000.00|-0.0958|-1000.00|5000.00|2000.00|2375.00|2175.86
H2CA01045|47510.00|-0.0931|-5000.00|5000.00|1000.00|1439.70|1965.42
H0PA07074|3000.00|-0.0973|500.00|2500.00|2500.00|1500.00|1000.00
H0NY09072|601602.00|-0.0415|5.00|249375.00|1200.00|7077.67|29198.91
H4IN02101|87907.00|-0.0894|-2500.00|40000.00|1000.00|2663.85|6837.95
S0OH00240|31711.00|-0.0946|45.00|5000.00|2000.00|1865.35|1497.24
H2MO02102|682221.00|-0.0340|-5000.00|5000.00|1066.00|1966.05|1722.26
S8FL00166|15989536.00|1.3921|-5000.00|2000000.00|500.00|5743.37|73712.95
H6PA04110|947532.00|-0.0093|-5000.00|16751.00|1000.00|1492.18|1334.90
H2PA18150|96330.00|-0.0886|123.00|6496.00|2000.00|2408.25|1779.76
H8KS03049|-100.00|-0.0976|-1000.00|1000.00|-100.00|-33.33|817.86
H0PA13106|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2MN04110|11385.00|-0.0965|92.00|5000.00|1000.00|1423.12|1409.28
H2GA12105|2103545.00|0.0984|14.00|163027.00|2000.00|9518.30|24469.42
H2NJ02144|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2IA02053|325956.00|-0.0672|-1000.00|69975.00|1000.00|2432.51|6281.83
H4TX28046|5740798.00|0.4373|-5000.00|587228.00|1000.00|5912.25|30315.18
H6MN06074|377915.00|-0.0623|-3000.00|23779.00|1000.00|1852.52|2636.97
S4HI00011|126000.00|-0.0858|-5000.00|5000.00|1000.00|2032.26|1932.05
H8FL06056|429817.00|-0.0575|-2500.00|5000.00|1000.00|1364.50|943.47
H2CA26109|2375764.00|0.1238|-5000.00|199924.00|1500.00|4533.90|16489.15
H2AZ07179|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
S8MN00438|230262.00|-0.0761|-1000.00|19300.00|1000.00|1968.05|2195.72
H0NH02181|2882359.00|0.1710|-2500.00|331800.00|1000.00|8258.91|38218.79
H2CT02138|1250.00|-0.0974|250.00|1000.00|1000.00|625.00|375.00
H0CA32101|344452.00|-0.0655|-2500.00|5000.00|1000.00|1632.47|1441.84
P20005112|11750.00|-0.0965|6.00|1791.00|267.00|367.19|409.14
H8VA11021|7525.00|-0.0969|-314.00|5000.00|209.00|1505.00|2003.49
H2CA19054|-5000.00|-0.0980|-4000.00|-1000.00|-1000.00|-2500.00|1500.00
H0NY23081|3891383.00|0.2650|-5000.00|560736.00|1000.00|4957.18|31932.19
S0ND00127|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2CA10145|5104092.00|0.3780|-5000.00|628287.00|1200.00|16152.19|78613.32
H0IN02125|418430.00|-0.0586|-2000.00|32450.00|1500.00|2337.60|3247.38
H2TN08127|3829.00|-0.0972|26.00|2470.00|1333.00|1276.33|998.56
S0CT00151|9064439.00|0.7469|-5000.00|700000.00|5000.00|66163.79|145610.91
S2KY00012|2059239.00|0.0943|-5000.00|38446.00|2000.00|2163.07|1948.93
H8OH15076|1416428.00|0.0344|-5000.00|5000.00|1000.00|1529.62|1223.74
H2AZ09043|99348.00|-0.0883|68.00|16004.00|1995.00|3548.14|4510.81
H6IL06117|1575666.00|0.0492|-5000.00|5000.00|1000.00|1714.54|1280.09
H0CA07103|666.00|-0.0975|222.00|222.00|222.00|222.00|0.00
H2CT05123|492421.00|-0.0517|-1000.00|142147.00|2000.00|14482.97|38465.37
H2FL14137|1000.00|-0.0975|-1000.00|1000.00|1000.00|333.33|942.81
H2CA25036|873798.00|-0.0161|-5000.00|15000.00|1500.00|1994.97|1729.75
H2OH03067|471342.00|-0.0536|-2500.00|33509.00|1000.00|1560.74|2200.06
H2CA08149|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2CO04094|148928.00|-0.0837|-2500.00|5000.00|2000.00|2012.54|1650.87
H0CO04122|1108438.00|0.0057|-2500.00|12144.00|1000.00|1563.38|1246.97
H2NY19085|750.00|-0.0975|250.00|500.00|500.00|375.00|125.00
H2PA08102|369713.00|-0.0631|-1000.00|20092.00|1000.00|1966.56|2471.82
H0CA42175|2500.00|-0.0973|500.00|2000.00|2000.00|1250.00|750.00
H2MN06198|234369.00|-0.0757|-5000.00|31027.00|2022.00|3446.60|4778.67
H0MD05118|-2500.00|-0.0978|-2500.00|-2500.00|-2500.00|-2500.00|0.00
H0OR02093|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H0NC13015|650.00|-0.0975|150.00|250.00|250.00|216.67|47.14
P20003968|299.00|-0.0975|68.00|150.00|81.00|99.67|35.98
S2NV00183|17854963.00|1.5659|-5000.00|1090824.00|1060.00|10953.97|66626.47
S2MO00403|671397.00|-0.0350|18.00|300000.00|5000.00|22379.90|60402.38
H0NJ10026|236770.00|-0.0755|-5000.00|5000.00|1000.00|1360.75|1489.52
H2WI02124|499599.00|-0.0510|-5000.00|5000.00|1000.00|1830.03|1770.42
S8V200214|153692.00|-0.0832|770.00|48483.00|7039.00|21956.00|21935.29
H2TX07036|7200.00|-0.0969|2000.00|2600.00|2600.00|2400.00|282.84
H2FL25034|44015.00|-0.0935|-5000.00|5000.00|2500.00|2200.75|2281.82
H2ID02133|27500.00|-0.0950|500.00|5000.00|1500.00|2500.00|1965.61
H0NY25078|4205860.00|0.2943|-5000.00|294100.00|1000.00|6104.30|20942.64
H2FL11091|15500.00|-0.0961|500.00|2500.00|2500.00|1937.50|726.18
H6MI07157|160.00|-0.0975|160.00|160.00|160.00|160.00|0.00
H0IA01117|493087.00|-0.0516|-1000.00|95223.00|1362.00|3573.09|9790.89
S0KS00091|323779.00|-0.0674|-5000.00|5000.00|1000.00|1337.93|1247.34
H2TX26150|18.00|-0.0976|4.00|14.00|14.00|9.00|5.00
S2NJ00437|800.00|-0.0975|800.00|800.00|800.00|800.00|0.00
H2MI11125|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2PA06080|1208814.00|0.0151|-5000.00|231255.00|1000.00|2170.22|10606.26
H2SC07108|79104.00|-0.0902|-2500.00|5000.00|2500.00|2397.09|1955.52
H2OH15095|800.00|-0.0975|300.00|500.00|500.00|400.00|100.00
H2IL20042|1606919.00|0.0522|-3000.00|6102.00|1000.00|1581.61|1179.89
S8NM00168|3747609.00|0.2516|-2000.00|261459.00|26.00|1871.93|12178.71
H8LA02112|1000.00|-0.0975|-1000.00|1000.00|1000.00|333.33|942.81
H2TX14115|4000.00|-0.0972|1000.00|1500.00|1500.00|1333.33|235.70
P20004263|2500.00|-0.0973|1000.00|1500.00|1500.00|1250.00|250.00
H2CA52063|48866.00|-0.0930|5.00|5000.00|25.00|574.89|1164.10
H2NY06157|7400.00|-0.0969|-1000.00|2000.00|1000.00|740.00|756.57
H2TX21078|4500.00|-0.0971|2000.00|2500.00|2500.00|2250.00|250.00
H2MA09213|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H2UT04056|10500.00|-0.0966|10500.00|10500.00|10500.00|10500.00|0.00
H2OH04131|9174.00|-0.0967|121.00|5000.00|1000.00|1529.00|1664.78
H4PA21051|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2CA50034|90000.00|-0.0892|-5000.00|5000.00|1000.00|1384.62|1650.22
H2TX21094|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H2MN08111|4786081.00|0.3483|5.00|629622.00|2000.00|16334.75|58931.89
H2FL03056|329560.00|-0.0669|-5000.00|5000.00|1000.00|1639.60|1544.38
S8MS00196|1649473.00|0.0561|-5000.00|5000.00|1000.00|1849.18|1339.82
S8ID00092|138250.00|-0.0847|-2000.00|5000.00|1000.00|1519.23|931.91
H6IN10141|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H8CA07031|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H0OK02152|2063.00|-0.0974|2063.00|2063.00|2063.00|2063.00|0.00
H2CA27198|10504.00|-0.0966|4.00|5000.00|1000.00|1750.67|1625.89
H6TX00115|839550.00|-0.0193|-5000.00|70000.00|1000.00|2215.17|5587.00
H2NV00035|3192452.00|0.1999|-284.00|628412.00|583.00|4980.42|35103.51
